subject,phase,trial_global,block_type_raw,condition_raw,resp_raw,acc_raw,onset_abs_raw,keypress_abs_raw,rt_raw,block_type_proc,condition_proc,acc_proc,rt_proc,_merge,diff_ms,mismatch_reason
S002,1.0,27,正式,Congruent,y,1.0,192.10209010000108,192.88707260001684,0.784982500015758,正式,Congruent,1.0,0.784982500015758,both,0.0,
S002,1.0,28,正式,Congruent,b,1.0,198.1035679000197,199.12085890001617,1.017290999996476,正式,Congruent,1.0,1.017290999996476,both,0.0,
S002,1.0,29,正式,Congruent,b,1.0,204.10557130002417,204.92398600000888,0.8184146999847144,正式,Congruent,1.0,0.8184146999847144,both,0.0,
S002,1.0,30,正式,Congruent,y,1.0,210.09068369999292,211.17498010001142,1.084296400018502,正式,Congruent,1.0,1.084296400018502,both,0.0,
S002,1.0,31,正式,Congruent,y,1.0,226.09387929999505,226.9287743000314,0.8348950000363402,正式,Congruent,1.0,0.8348950000363402,both,0.0,
S002,1.0,32,正式,Congruent,b,1.0,232.09576330002164,233.29803830001038,1.202274999988731,正式,Congruent,1.0,1.202274999988731,both,0.0,
S002,1.0,33,正式,Congruent,y,1.0,238.0977256000042,238.91642040002625,0.8186948000220582,正式,Congruent,1.0,0.8186948000220582,both,0.0,
S002,1.0,34,正式,Congruent,y,1.0,244.0993376999977,244.86732140003005,0.767983700032346,正式,Congruent,1.0,0.767983700032346,both,0.0,
S002,1.0,35,正式,Congruent,b,1.0,250.1006262000301,251.33572650002316,1.2351002999930645,正式,Congruent,1.0,1.2351002999930645,both,0.0,
S002,1.0,36,正式,Congruent,y,1.0,256.1024994000327,256.85556230001384,0.7530628999811597,正式,Congruent,1.0,0.7530628999811597,both,0.0,
S002,1.0,37,正式,Congruent,b,1.0,262.1041259000194,263.0392633000156,0.9351373999961652,正式,Congruent,1.0,0.9351373999961652,both,0.0,
S002,1.0,38,正式,Congruent,b,1.0,268.1064361000317,269.02450150001096,0.9180653999792412,正式,Congruent,1.0,0.9180653999792412,both,0.0,
S002,1.0,39,正式,Congruent,b,1.0,274.10751960001653,275.05981529998826,0.952295699971728,正式,Congruent,1.0,0.952295699971728,both,0.0,
S002,1.0,40,正式,Congruent,b,1.0,280.09273100004066,280.9099505000049,0.817219499964267,正式,Congruent,1.0,0.817219499964267,both,0.0,
S002,1.0,41,正式,Congruent,b,1.0,296.0965970000252,296.9821308000246,0.8855337999993935,正式,Congruent,1.0,0.8855337999993935,both,0.0,
S002,1.0,42,正式,Congruent,y,1.0,302.0989038000116,302.8834986000438,0.7845948000322096,正式,Congruent,1.0,0.7845948000322096,both,0.0,
S002,1.0,43,正式,Congruent,b,1.0,308.09923360001994,308.9683453000034,0.8691116999834776,正式,Congruent,1.0,0.8691116999834776,both,0.0,
S002,1.0,44,正式,Congruent,b,1.0,314.10192019998794,315.2199585000053,1.1180383000173606,正式,Congruent,1.0,1.1180383000173606,both,0.0,
S002,1.0,45,正式,Congruent,b,1.0,320.1029067999916,321.0201793999877,0.9172725999960676,正式,Congruent,1.0,0.9172725999960676,both,0.0,
S002,1.0,46,正式,Congruent,y,1.0,326.1045485000359,326.88876070000697,0.7842121999710798,正式,Congruent,1.0,0.7842121999710798,both,0.0,
S002,1.0,47,正式,Congruent,y,1.0,332.10644220002,332.8900959999883,0.783653799968306,正式,Congruent,1.0,0.783653799968306,both,0.0,
S002,1.0,48,正式,Congruent,b,1.0,338.09151629998814,339.2937480999972,1.2022318000090308,正式,Congruent,1.0,1.2022318000090308,both,0.0,
S002,1.0,49,正式,Congruent,y,1.0,344.09302309999475,344.96099890000187,0.867975800007116,正式,Congruent,1.0,0.867975800007116,both,0.0,
S002,1.0,50,正式,Congruent,b,1.0,350.0951997000375,350.91196800000034,0.8167682999628596,正式,Congruent,1.0,0.8167682999628596,both,0.0,
S002,1.0,51,正式,Congruent,b,1.0,366.0988294000272,366.93399739998864,0.8351679999614134,正式,Congruent,1.0,0.8351679999614134,both,0.0,
S002,1.0,52,正式,Congruent,y,1.0,372.10009690001607,372.90202080004383,0.8019239000277594,正式,Congruent,1.0,0.8019239000277594,both,0.0,
S002,1.0,53,正式,Congruent,y,1.0,378.10277480003424,379.1702199000283,1.0674450999940746,正式,Congruent,1.0,1.0674450999940746,both,0.0,
S002,1.0,54,正式,Congruent,b,1.0,384.1036807000055,385.2047948000254,1.1011141000199132,正式,Congruent,1.0,1.1011141000199132,both,0.0,
S002,1.0,55,正式,Congruent,b,1.0,390.1058643000433,391.0908502000384,0.9849858999950812,正式,Congruent,1.0,0.9849858999950812,both,0.0,
S002,1.0,56,正式,Congruent,y,1.0,396.0908571000328,396.77629539999185,0.6854382999590598,正式,Congruent,1.0,0.6854382999590598,both,0.0,
S002,1.0,57,正式,Congruent,y,1.0,402.0913286000141,403.143955400039,1.052626800024882,正式,Congruent,1.0,1.052626800024882,both,0.0,
S002,1.0,58,正式,Congruent,y,1.0,408.0933913000045,408.74585730000405,0.6524659999995492,正式,Congruent,1.0,0.6524659999995492,both,0.0,
S002,1.0,59,正式,Congruent,b,1.0,414.0951201000135,414.99608780001296,0.9009676999994554,正式,Congruent,1.0,0.9009676999994554,both,0.0,
S002,1.0,60,正式,Congruent,b,1.0,420.0962479999871,420.93137070001103,0.8351227000239305,正式,Congruent,1.0,0.8351227000239305,both,0.0,
S002,2.0,61,練習,Incongruent,,0.0,509.5875556000392,,,練習,Incongruent,0.0,,both,,
S002,2.0,62,練習,Incongruent,b,1.0,515.5732232999871,516.5920494000311,1.0188261000439525,練習,Incongruent,1.0,1.0188261000439525,both,0.0,
S002,2.0,63,練習,Incongruent,b,1.0,521.5744607000379,522.8443036000244,1.2698428999865428,練習,Incongruent,1.0,1.2698428999865428,both,0.0,
S002,2.0,64,練習,Incongruent,b,1.0,527.5760300999973,528.4105821000412,0.8345520000439137,練習,Incongruent,1.0,0.8345520000439137,both,0.0,
S002,2.0,65,練習,Incongruent,y,1.0,533.5772836999968,534.8125030000228,1.235219300026074,練習,Incongruent,1.0,1.235219300026074,both,0.0,
S002,2.0,66,練習,Incongruent,y,1.0,539.5787946000346,540.3476131000207,0.7688184999860823,練習,Incongruent,1.0,0.7688184999860823,both,0.0,
S002,2.0,67,練習,Incongruent,y,1.0,545.5812854000251,546.649356400012,1.0680709999869578,練習,Incongruent,1.0,1.0680709999869578,both,0.0,
S002,2.0,68,練習,Incongruent,y,0.0,551.5825979000074,552.9660282999976,1.383430399990175,練習,Incongruent,0.0,1.383430399990175,both,0.0,
S002,2.0,69,練習,Incongruent,y,1.0,557.5837221000111,558.7348315000418,1.1511094000306912,練習,Incongruent,1.0,1.1511094000306912,both,0.0,
S002,2.0,70,練習,Incongruent,y,1.0,563.5853867999977,564.8196912000421,1.2343044000444934,練習,Incongruent,1.0,1.2343044000444934,both,0.0,
S002,2.0,71,正式,Incongruent,,0.0,579.6232913000276,,,正式,Incongruent,0.0,,both,,
S002,2.0,72,正式,Incongruent,b,1.0,585.624502599996,586.9092085000011,1.284705900005065,正式,Incongruent,1.0,1.284705900005065,both,0.0,
S002,2.0,73,正式,Incongruent,y,1.0,591.6266214000061,592.9286687000422,1.3020473000360653,正式,Incongruent,1.0,1.3020473000360653,both,0.0,
S002,2.0,74,正式,Incongruent,y,1.0,597.6117175000254,598.8625279000262,1.2508104000007734,正式,Incongruent,1.0,1.2508104000007734,both,0.0,
S002,2.0,75,正式,Incongruent,y,1.0,603.6134449000238,604.3643317000242,0.750886800000444,正式,Incongruent,1.0,0.750886800000444,both,0.0,
S002,2.0,76,正式,Incongruent,b,1.0,609.6141817999887,610.3830215000198,0.7688397000310943,正式,Incongruent,1.0,0.7688397000310943,both,0.0,
S002,2.0,77,正式,Incongruent,b,1.0,615.6164895000402,616.8353740000166,1.2188844999764117,正式,Incongruent,1.0,1.2188844999764117,both,0.0,
S002,2.0,78,正式,Incongruent,b,1.0,621.6171604000265,622.9182053999975,1.3010449999710545,正式,Incongruent,1.0,1.3010449999710545,both,0.0,
S002,2.0,79,正式,Incongruent,b,1.0,627.6198812000221,628.2705934999976,0.6507122999755666,正式,Incongruent,1.0,0.6507122999755666,both,0.0,
S002,2.0,80,正式,Incongruent,y,1.0,633.6215023000259,634.4552880999981,0.8337857999722473,正式,Incongruent,1.0,0.8337857999722473,both,0.0,
S002,2.0,81,正式,Incongruent,b,1.0,649.625525200041,650.5779421000043,0.952416899963282,正式,Incongruent,1.0,0.952416899963282,both,0.0,
S002,2.0,82,正式,Incongruent,y,1.0,655.6110087000416,656.5627754000016,0.9517666999599896,正式,Incongruent,1.0,0.9517666999599896,both,0.0,
S002,2.0,83,正式,Incongruent,y,1.0,661.6123233000399,662.4971147000324,0.8847913999925368,正式,Incongruent,1.0,0.8847913999925368,both,0.0,
S002,2.0,84,正式,Incongruent,b,1.0,667.6135827000253,668.4488208999974,0.8352381999720819,正式,Incongruent,1.0,0.8352381999720819,both,0.0,
S002,2.0,85,正式,Incongruent,y,1.0,673.6151767999982,674.4831950000371,0.8680182000389323,正式,Incongruent,1.0,0.8680182000389323,both,0.0,
S002,2.0,86,正式,Incongruent,y,1.0,679.6162989999866,680.351061000023,0.7347620000364259,正式,Incongruent,1.0,0.7347620000364259,both,0.0,
S002,2.0,87,正式,Incongruent,b,1.0,685.6183336999966,687.0358815999934,1.4175478999968618,正式,Incongruent,1.0,1.4175478999968618,both,0.0,
S002,2.0,88,正式,Incongruent,b,1.0,691.6203717000317,692.7377219999908,1.117350299959071,正式,Incongruent,1.0,1.117350299959071,both,0.0,
S002,2.0,89,正式,Incongruent,y,1.0,697.6218191999942,698.6389015000314,1.0170823000371456,正式,Incongruent,1.0,1.0170823000371456,both,0.0,
S002,2.0,90,正式,Incongruent,b,1.0,703.6238016000134,705.0247314000153,1.4009298000019044,正式,Incongruent,1.0,1.4009298000019044,both,0.0,
S002,2.0,91,正式,Incongruent,y,1.0,719.6108733000001,720.6610489999875,1.0501756999874488,正式,Incongruent,1.0,1.0501756999874488,both,0.0,
S002,2.0,92,正式,Incongruent,y,1.0,725.6125352000236,726.3959934000159,0.7834581999923103,正式,Incongruent,1.0,0.7834581999923103,both,0.0,
S002,2.0,93,正式,Incongruent,b,1.0,731.6141081000096,732.5493710000301,0.9352629000204616,正式,Incongruent,1.0,0.9352629000204616,both,0.0,
S002,2.0,94,正式,Incongruent,b,1.0,737.6156758000143,738.8858545999974,1.270178799983114,正式,Incongruent,1.0,1.270178799983114,both,0.0,
S002,2.0,95,正式,Incongruent,y,1.0,743.616879600042,744.7852745000273,1.1683948999852871,正式,Incongruent,1.0,1.1683948999852871,both,0.0,
S002,2.0,96,正式,Incongruent,y,1.0,749.6193164000288,750.3541538999998,0.7348374999710359,正式,Incongruent,1.0,0.7348374999710359,both,0.0,
S002,2.0,97,正式,Incongruent,y,1.0,755.6207141000195,756.3728250000277,0.7521109000081196,正式,Incongruent,1.0,0.7521109000081196,both,0.0,
S002,2.0,98,正式,Incongruent,b,1.0,761.6217184000416,762.4903062999947,0.8685878999531269,正式,Incongruent,1.0,0.8685878999531269,both,0.0,
S002,2.0,99,正式,Incongruent,b,1.0,767.624283400015,768.558245000022,0.9339616000070236,正式,Incongruent,1.0,0.9339616000070236,both,0.0,
S002,2.0,100,正式,Incongruent,y,1.0,773.6252619000152,774.7450762999943,1.1198143999790773,正式,Incongruent,1.0,1.1198143999790773,both,0.0,
S002,2.0,101,正式,Incongruent,y,0.0,789.6132375000161,790.9314268000307,1.3181893000146374,正式,Incongruent,0.0,1.3181893000146374,both,0.0,
S002,2.0,102,正式,Incongruent,b,1.0,795.6150628000032,796.8660696999868,1.251006899983622,正式,Incongruent,1.0,1.251006899983622,both,0.0,
S002,2.0,103,正式,Incongruent,y,1.0,801.616641700035,802.4190954000223,0.8024536999873817,正式,Incongruent,1.0,0.8024536999873817,both,0.0,
S002,2.0,104,正式,Incongruent,b,1.0,807.6175333000137,808.9200575000141,1.3025242000003343,正式,Incongruent,1.0,1.3025242000003343,both,0.0,
S002,2.0,105,正式,Incongruent,b,1.0,813.6201128000394,814.4702820000239,0.8501691999845207,正式,Incongruent,1.0,0.8501691999845207,both,0.0,
S002,2.0,106,正式,Incongruent,y,1.0,819.6217277999967,820.9559594999882,1.3342316999915056,正式,Incongruent,1.0,1.3342316999915056,both,0.0,
S002,2.0,107,正式,Incongruent,b,0.0,825.6230260999873,826.639954400016,1.0169283000286669,正式,Incongruent,0.0,1.0169283000286669,both,0.0,
S002,2.0,108,正式,Incongruent,b,1.0,831.6241277999943,832.594197700033,0.970069900038652,正式,Incongruent,1.0,0.970069900038652,both,0.0,
S002,2.0,109,正式,Incongruent,y,1.0,837.6266926000244,838.8783361000242,1.2516434999997728,正式,Incongruent,1.0,1.2516434999997728,both,0.0,
S002,2.0,110,正式,Incongruent,y,1.0,843.6113994999905,845.0288778000395,1.4174783000489697,正式,Incongruent,1.0,1.4174783000489697,both,0.0,
S002,2.0,111,正式,Incongruent,b,1.0,859.6153155000065,860.5997755000135,0.9844600000069476,正式,Incongruent,1.0,0.9844600000069476,both,0.0,
S002,2.0,112,正式,Incongruent,y,1.0,865.617296100012,866.5013622000115,0.8840660999994725,正式,Incongruent,1.0,0.8840660999994725,both,0.0,
S002,2.0,113,正式,Incongruent,y,1.0,871.6185229000403,872.3541266000248,0.7356036999844946,正式,Incongruent,1.0,0.7356036999844946,both,0.0,
S002,2.0,114,正式,Incongruent,b,1.0,877.6200160000008,878.4047867000336,0.7847707000328228,正式,Incongruent,1.0,0.7847707000328228,both,0.0,
S002,2.0,115,正式,Incongruent,y,1.0,883.6220667000161,884.523491800006,0.901425099989865,正式,Incongruent,1.0,0.901425099989865,both,0.0,
S002,2.0,116,正式,Incongruent,b,1.0,889.6233545000432,890.490672999993,0.8673184999497607,正式,Incongruent,1.0,0.8673184999497607,both,0.0,
S002,2.0,117,正式,Incongruent,y,1.0,895.6257411999977,896.4103362000315,0.7845950000337325,正式,Incongruent,1.0,0.7845950000337325,both,0.0,
S002,2.0,118,正式,Incongruent,b,1.0,901.6108942000428,902.595332500001,0.9844382999581284,正式,Incongruent,1.0,0.9844382999581284,both,0.0,
S002,2.0,119,正式,Incongruent,,0.0,907.6119001000188,,,正式,Incongruent,0.0,,both,,
S002,2.0,120,正式,Incongruent,y,1.0,913.6130195999868,914.997779300029,1.3847597000421956,正式,Incongruent,1.0,1.3847597000421956,both,0.0,
S003,1.0,1,練習,Congruent,b,1.0,16.0541923000128,16.936703699990176,0.8825113999773748,練習,Congruent,1.0,0.8825113999773748,both,0.0,
S003,1.0,2,練習,Congruent,y,1.0,22.055961000034586,23.12340690003475,1.067445900000166,練習,Congruent,1.0,1.067445900000166,both,0.0,
S003,1.0,3,練習,Congruent,,0.0,28.040603899979036,,,練習,Congruent,0.0,,both,,
S003,1.0,4,練習,Congruent,b,0.0,34.04314930003602,35.52754430001369,1.4843949999776669,練習,Congruent,0.0,1.4843949999776669,both,0.0,
S003,1.0,5,練習,Congruent,y,1.0,40.04457979998551,41.27975799998967,1.235178200004157,練習,Congruent,1.0,1.235178200004157,both,0.0,
S003,1.0,6,練習,Congruent,,0.0,46.04572669998743,,,練習,Congruent,0.0,,both,,
S003,1.0,7,練習,Congruent,b,1.0,52.047990299994126,52.965740500018,0.9177502000238746,練習,Congruent,1.0,0.9177502000238746,both,0.0,
S003,1.0,8,練習,Congruent,b,1.0,58.04921710002236,59.41777300002286,1.3685559000005014,練習,Congruent,1.0,1.3685559000005014,both,0.0,
S003,1.0,9,練習,Congruent,b,1.0,64.04998840001645,64.98475260002306,0.9347642000066116,練習,Congruent,1.0,0.9347642000066116,both,0.0,
S003,1.0,10,練習,Congruent,y,1.0,70.05222300003516,70.93717390001984,0.8849508999846876,練習,Congruent,1.0,0.8849508999846876,both,0.0,
S003,1.0,11,正式,Congruent,b,1.0,86.10687600000529,86.8076947000227,0.7008187000174075,正式,Congruent,1.0,0.7008187000174075,both,0.0,
S003,1.0,12,正式,Congruent,b,0.0,92.09199370001444,93.22609030001333,1.134096599998884,正式,Congruent,0.0,1.134096599998884,both,0.0,
S003,1.0,13,正式,Congruent,b,1.0,98.09295850002673,98.96255850000307,0.8695999999763444,正式,Congruent,1.0,0.8695999999763444,both,0.0,
S003,1.0,14,正式,Congruent,b,0.0,104.09531940001762,105.56272829999216,1.4674088999745436,正式,Congruent,0.0,1.4674088999745436,both,0.0,
S003,1.0,15,正式,Congruent,b,1.0,110.09637230000226,111.16407739999704,1.0677050999947824,正式,Congruent,1.0,1.0677050999947824,both,0.0,
S003,1.0,16,正式,Congruent,b,1.0,116.09785989997908,116.96590449998621,0.8680446000071242,正式,Congruent,1.0,0.8680446000071242,both,0.0,
S003,1.0,17,正式,Congruent,b,1.0,122.09966000000712,123.16786400001727,1.0682040000101551,正式,Congruent,1.0,1.0682040000101551,both,0.0,
S003,1.0,18,正式,Congruent,y,1.0,128.101387600007,129.0194482000079,0.9180606000008992,正式,Congruent,1.0,0.9180606000008992,both,0.0,
S003,1.0,19,正式,Congruent,y,1.0,134.10300790000474,134.8896614999976,0.7866535999928601,正式,Congruent,1.0,0.7866535999928601,both,0.0,
S003,1.0,20,正式,Congruent,y,1.0,140.1041172000114,140.80740910000168,0.7032918999902904,正式,Congruent,1.0,0.7032918999902904,both,0.0,
S003,1.0,21,正式,Congruent,y,0.0,156.09251889999723,157.14304290001746,1.050524000020232,正式,Congruent,0.0,1.050524000020232,both,0.0,
S003,1.0,22,正式,Congruent,b,1.0,162.09408940002322,163.07893750001676,0.9848480999935418,正式,Congruent,1.0,0.9848480999935418,both,0.0,
S003,1.0,23,正式,Congruent,b,1.0,168.09517990000313,168.86281180003425,0.7676319000311196,正式,Congruent,1.0,0.7676319000311196,both,0.0,
S003,1.0,24,正式,Congruent,b,0.0,174.09660669998266,175.43125650001457,1.3346498000319116,正式,Congruent,0.0,1.3346498000319116,both,0.0,
S003,1.0,25,正式,Congruent,b,1.0,180.09871140000178,181.43343580001965,1.3347244000178762,正式,Congruent,1.0,1.3347244000178762,both,0.0,
S003,1.0,26,正式,Congruent,y,1.0,186.1008016000269,187.13505819998682,1.0342565999599174,正式,Congruent,1.0,1.0342565999599174,both,0.0,
S003,1.0,27,正式,Congruent,y,1.0,192.1018439999898,192.95413389999885,0.8522899000090547,正式,Congruent,1.0,0.8522899000090547,both,0.0,
S003,1.0,28,正式,Congruent,y,1.0,198.10346549999667,198.75444889999926,0.6509834000025876,正式,Congruent,1.0,0.6509834000025876,both,0.0,
S003,1.0,29,正式,Congruent,b,1.0,204.10561899997992,205.08887149998918,0.9832525000092572,正式,Congruent,1.0,0.9832525000092572,both,0.0,
S003,1.0,30,正式,Congruent,y,1.0,210.10687020001933,211.35839489998762,1.251524699968286,正式,Congruent,1.0,1.251524699968286,both,0.0,
S003,1.0,31,正式,Congruent,y,1.0,226.0948848000262,226.96316530002514,0.8682804999989457,正式,Congruent,1.0,0.8682804999989457,both,0.0,
S003,1.0,32,正式,Congruent,b,1.0,232.09630809997907,233.19859069999075,1.1022826000116763,正式,Congruent,1.0,1.1022826000116763,both,0.0,
S003,1.0,33,正式,Congruent,b,1.0,238.09759040002243,239.16558329999677,1.0679928999743424,正式,Congruent,1.0,1.0679928999743424,both,0.0,
S003,1.0,34,正式,Congruent,b,1.0,244.09966800000984,244.86750490003033,0.7678369000204839,正式,Congruent,1.0,0.7678369000204839,both,0.0,
S003,1.0,35,正式,Congruent,b,1.0,250.10146620002345,251.03629070002356,0.9348245000001044,正式,Congruent,1.0,0.9348245000001044,both,0.0,
S003,1.0,36,正式,Congruent,y,1.0,256.10233780002454,256.8202051999979,0.7178673999733292,正式,Congruent,1.0,0.7178673999733292,both,0.0,
S003,1.0,37,正式,Congruent,y,0.0,262.1038820000249,262.87284389999695,0.7689618999720551,正式,Congruent,0.0,0.7689618999720551,both,0.0,
S003,1.0,38,正式,Congruent,b,1.0,268.10634910000954,268.99062569998205,0.8842765999725088,正式,Congruent,1.0,0.8842765999725088,both,0.0,
S003,1.0,39,正式,Congruent,y,1.0,274.10779919999186,274.8764988000039,0.7686996000120416,正式,Congruent,1.0,0.7686996000120416,both,0.0,
S003,1.0,40,正式,Congruent,y,1.0,280.0924602000159,280.9777854999993,0.8853252999833785,正式,Congruent,1.0,0.8853252999833785,both,0.0,
S003,1.0,41,正式,Congruent,y,0.0,296.0966458999901,297.2313138000318,1.134667900041677,正式,Congruent,0.0,1.134667900041677,both,0.0,
S003,1.0,42,正式,Congruent,b,1.0,302.09759070002474,303.2845464000129,1.1869556999881752,正式,Congruent,1.0,1.1869556999881752,both,0.0,
S003,1.0,43,正式,Congruent,y,1.0,308.1001641000039,309.1674626999884,1.0672985999844968,正式,Congruent,1.0,1.0672985999844968,both,0.0,
S003,1.0,44,正式,Congruent,b,1.0,314.10151120001683,314.8705248000333,0.7690136000164784,正式,Congruent,1.0,0.7690136000164784,both,0.0,
S003,1.0,45,正式,Congruent,b,1.0,320.1031232000096,320.88877860002685,0.7856554000172764,正式,Congruent,1.0,0.7856554000172764,both,0.0,
S003,1.0,46,正式,Congruent,b,1.0,326.1043874000316,326.90717570000567,0.8027882999740541,正式,Congruent,1.0,0.8027882999740541,both,0.0,
S003,1.0,47,正式,Congruent,y,1.0,332.1062123000156,332.92378429998644,0.8175719999708235,正式,Congruent,1.0,0.8175719999708235,both,0.0,
S003,1.0,48,正式,Congruent,b,1.0,338.0914579000091,338.9925485000131,0.901090600003954,正式,Congruent,1.0,0.901090600003954,both,0.0,
S003,1.0,49,正式,Congruent,b,1.0,344.09294450003654,344.96116060001077,0.8682160999742337,正式,Congruent,1.0,0.8682160999742337,both,0.0,
S003,1.0,50,正式,Congruent,y,1.0,350.0949303000234,350.8618461000151,0.7669157999916933,正式,Congruent,1.0,0.7669157999916933,both,0.0,
S003,1.0,51,正式,Congruent,b,1.0,366.09880000003614,366.9347045000177,0.8359044999815524,正式,Congruent,1.0,0.8359044999815524,both,0.0,
S003,1.0,52,正式,Congruent,b,1.0,372.1004180000164,372.78656370000687,0.6861456999904476,正式,Congruent,1.0,0.6861456999904476,both,0.0,
S003,1.0,53,正式,Congruent,y,1.0,378.1021675000084,379.0527740999824,0.9506065999739804,正式,Congruent,1.0,0.9506065999739804,both,0.0,
S003,1.0,54,正式,Congruent,y,1.0,384.1032897999976,384.75449940003455,0.6512096000369638,正式,Congruent,1.0,0.6512096000369638,both,0.0,
